CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
225602,1,26/12/2007,WIRI,G084064611844,,,Southampton,2024
252282,2,17/09/2006,WROM,X017989272620,,,West Sussex,2024
208108,2,21/09/2000,ABAN,N013066431798,,,Buckinghamshire,2021
220612,1,27/11/2000,BOTH,X060945903842,,,Milton Keynes,2024
253604,2,11/12/2005,NOBT,Q060497439303,,,Southampton,2023
219676,2,17/09/2006,MWBA,M075107510072,,,Surrey,2021
220877,1,24/03/2009,WROM,X059664575513,,,Bracknell Forest,2021
213052,2,25/04/2001,WOTH,I083546807669,,,Medway,2024
231456,2,08/12/2008,WROM,C039842579717,,,West Sussex,2022
292832,2,19/06/2000,MWBC,T093656821813,,,Milton Keynes,2021
277699,1,26/07/2007,MWAS,Q009713613667,,,Isle of Wight,2021
257183,1,25/01/2006,BOTH,F012824664123,,,Brighton and Hove,2020
249139,1,11/12/2008,WIRI,C078566026060,,,West Berkshire,2023
242269,1,02/12/2006,ABAN,A091482575680,,,Oxfordshire,2024
253100,1,02/06/2000,WOTH,Z037954257152,,,Kent,2020
210310,1,29/05/2000,APKN,U047664500165,,,Isle of Wight,2019
245483,1,10/06/2006,WROM,E042626655272,,,West Sussex,2024
259729,1,28/11/2000,AOTH,J031102745230,,,Milton Keynes,2022
232111,1,18/01/2004,WROM,X038123600435,,,Isle of Wight,2024
201421,1,25/09/2006,NOBT,X011965997388,,,Southampton,2024
264992,1,16/11/2008,WIRI,L099211922244,,,Surrey,2020
212952,2,16/12/2008,WROM,S033838486198,,,West Sussex,2022
202587,1,04/08/2008,WBRI,F060824280348,,,Medway,2022
215278,1,13/04/2002,REFU,F080203247154,,,Milton Keynes,2020
272193,1,20/12/2002,MWBA,R037849575060,,,Buckinghamshire,2024
276931,1,04/02/2005,NOBT,S023406073548,,,Surrey,2021
260204,2,01/02/2005,BAFR,Z045536300498,,,Brighton and Hove,2024
237898,2,31/01/2001,MWBA,K037986093548,,,Brighton and Hove,2019
294747,1,22/09/2005,REFU,L025079764186,,,Windsor and Maidenhead,2020
265725,1,12/03/2004,MWBC,S056539567394,,,Southampton,2021
222910,2,21/12/2003,WBRI,C090929612764,,,Kent,2021
242115,1,24/08/2007,MWBA,S043061439438,,,Wokingham,2020
294346,1,18/06/2005,WIRI,G046889630426,,,Portsmouth,2022
263867,1,10/03/2009,OOTH,G003737723152,,,Reading,2024
252705,2,13/12/2003,MWBA,J005379736274,,,Brighton and Hove,2022
297084,2,10/08/2000,WROM,I048389259710,,,Oxfordshire,2021
230845,2,02/03/2010,AOTH,X057117782444,,,Milton Keynes,2020
246851,1,21/10/2004,MWBC,U036659338054,,,Slough,2022
280688,1,27/04/2008,REFU,H090776455895,,,West Berkshire,2023
204057,2,18/02/2008,CHNE,H091189725070,,,Slough,2020
275627,2,17/10/2002,BOTH,I064775252483,,,Oxfordshire,2024
217410,2,19/06/2006,WIRI,P024244606523,,,Wokingham,2023
209559,1,30/05/2003,CHNE,A078363381892,,,Slough,2021
256681,1,16/11/2009,MOTH,T070244834587,,,Bracknell Forest,2019
248822,2,27/11/2002,OOTH,J052225169223,,,Windsor and Maidenhead,2019
244463,1,18/01/2009,WOTH,Q069287831979,,,Southampton,2021
271561,2,11/11/2004,NOBT,C001553341853,,,Medway,2024
236079,2,01/05/2001,CHNE,W044576227811,,,Slough,2020
206491,1,07/10/2009,REFU,T062791545207,,,Isle of Wight,2019
211448,2,09/09/2001,WIRT,M042106207999,,,Surrey,2020
247479,1,26/03/2008,WIRI,T001624488802,,,Oxfordshire,2023
271269,2,18/10/2007,WOTH,E084220675009,,,Slough,2023
294361,2,22/06/2003,REFU,V059444511637,1,22/06/2018,Medway,2020
269333,2,17/01/2005,WROM,D032593343382,,,Milton Keynes,2021
253978,2,09/05/2009,MWBC,W054906324734,,,Oxfordshire,2023
204615,2,23/08/2008,NOBT,G044893568280,,,Wokingham,2021
221330,2,16/03/2004,NOBT,U033318366380,,,West Berkshire,2023
290742,2,09/10/2004,MWAS,X039920648985,,,Slough,2019
291550,2,06/02/2001,CHNE,V074093682202,,,Kent,2021
256369,2,20/08/2000,MOTH,Y064445634281,,,Portsmouth,2024
236754,1,24/02/2007,WIRI,V005296573276,,,Reading,2019
266955,1,24/12/2008,BCRB,K005103482208,,,Isle of Wight,2023
220297,2,19/02/2009,MWBA,U016730735354,,,West Sussex,2021
228640,1,18/08/2000,AOTH,M059468721954,,,Medway,2019
207607,2,13/11/2002,AIND,L004198411271,,,Windsor and Maidenhead,2020
266080,2,08/05/2002,REFU,J085369208610,1,19/04/2015,Milton Keynes,2019
292017,2,30/08/2000,MOTH,V073745412700,1,28/07/2016,West Berkshire,2024
229975,1,07/02/2005,APKN,V079154092983,,,Slough,2021
293559,2,08/12/2007,ABAN,X074557956535,,,Surrey,2022
282001,1,09/04/2005,NOBT,R079940500254,,,Buckinghamshire,2024
292154,2,03/07/2004,BCRB,M026719204428,,,Medway,2022
231142,1,06/07/2001,BCRB,X067613574922,,,Isle of Wight,2024
230008,1,30/05/2004,APKN,Z026340771497,,,Surrey,2021
263990,1,15/01/2002,MWAS,T067863860105,,,Brighton and Hove,2024
297175,2,05/03/2006,WOTH,M034043445946,,,West Sussex,2021
204366,2,30/07/2000,REFU,O092874965851,,,Windsor and Maidenhead,2024
223379,1,23/08/2008,MWBC,C001068700101,,,West Sussex,2019
244426,1,30/04/2005,WOTH,S012477144480,,,Windsor and Maidenhead,2021
221507,1,07/09/2006,CHNE,Y036454622333,,,West Sussex,2022
271365,2,01/12/2004,MWBA,Y030847775994,,,West Berkshire,2022
276579,1,06/12/2004,WBRI,S073590067002,,,Wokingham,2023
283064,2,15/12/2005,WROM,U075453141034,,,West Berkshire,2020
209740,1,09/07/2001,AOTH,O091037167452,,,Surrey,2022
230298,1,19/09/2009,MOTH,G020221831559,,,Kent,2019
266833,2,01/03/2009,NOBT,W065817993984,,,Hampshire,2022
275394,2,05/07/2007,ABAN,P067933668680,,,Brighton and Hove,2021
237656,1,10/05/2000,CHNE,U090409275509,,,Buckinghamshire,2019
256047,1,14/02/2009,BOTH,F040420144467,,,Isle of Wight,2020
253403,2,30/04/2009,MOTH,R061584526536,,,Wokingham,2022
230431,1,16/10/2005,BOTH,B027567912838,,,Medway,2024
203905,1,05/04/2002,BAFR,X008007053868,,,Buckinghamshire,2022
263750,2,11/07/2008,WIRT,L009511495616,,,Portsmouth,2022
227073,1,21/04/2001,APKN,E052601021590,,,Brighton and Hove,2019
287872,1,28/02/2008,AIND,F072545174308,,,Portsmouth,2019
248576,1,23/01/2004,ABAN,Y019232012488,,,Slough,2023
269599,1,13/09/2004,OOTH,U086857461400,,,Oxfordshire,2019
245634,1,16/11/2007,NOBT,N093571562706,,,Slough,2021
227711,1,17/08/2007,BAFR,K060785569531,,,Isle of Wight,2023
270348,2,15/11/2008,MWBA,G040391452251,,,Wokingham,2020
231244,1,16/03/2005,AOTH,Z064249776059,,,Windsor and Maidenhead,2019
242732,2,22/12/2007,WIRI,R056312639068,,,East Sussex,2024
247035,2,03/06/2007,AIND,C091199531374,,,West Berkshire,2023
223178,2,13/02/2001,WBRI,U011620833654,,,Bracknell Forest,2019
225659,1,28/10/2005,BCRB,B028685000312,,,Milton Keynes,2021
230132,1,08/09/2001,APKN,N032412365503,,,Medway,2021
234351,2,05/05/2009,WBRI,Q014743273969,,,Surrey,2021
210706,2,30/07/2003,OOTH,K075178906332,,,Bracknell Forest,2019
222558,1,29/08/2007,BAFR,Q073041876530,,,Brighton and Hove,2022
245386,2,06/02/2004,BOTH,U068606048025,,,Buckinghamshire,2021
283035,1,07/10/2007,WIRI,N000477304022,,,Milton Keynes,2021
271085,1,28/03/2005,ABAN,R083096735641,,,Kent,2022
245823,1,15/04/2001,REFU,T003951086133,,,East Sussex,2019
206232,2,07/04/2002,APKN,P074506039022,,,Slough,2020
238040,1,06/01/2006,BOTH,Q027847026269,,,Isle of Wight,2021
247593,1,12/07/2006,MOTH,X041833820704,,,Milton Keynes,2024
225531,1,21/01/2007,MWBC,D062418984271,,,Portsmouth,2021
238093,1,13/03/2010,MOTH,B023359650739,,,Bracknell Forest,2021
212287,1,25/05/2001,AIND,N047908202804,,,Surrey,2024
287791,1,07/04/2005,BCRB,B002984856056,,,Brighton and Hove,2023
280875,1,07/02/2006,MWAS,H074535615678,,,Kent,2020
280013,1,28/09/2006,WROM,Y078523857171,,,Medway,2019
246652,1,05/07/2003,AIND,X047619980394,,,Reading,2020
250892,2,01/01/2007,MWAS,Y042778936561,,,Reading,2021
227934,1,22/12/2005,REFU,M005899042781,,,Oxfordshire,2020
256620,2,13/08/2006,WIRI,V047161476404,,,Windsor and Maidenhead,2024
289753,1,01/12/2009,APKN,P046106406611,,,Reading,2024
272447,1,02/10/2006,OOTH,G093944001458,,,Hampshire,2024
249924,2,12/02/2001,CHNE,D014450734763,,,Bracknell Forest,2023
281856,2,06/03/2009,MWBC,A077586585849,,,Southampton,2021
249849,2,26/07/2000,WIRT,N053919640262,,,Bracknell Forest,2022
298886,2,16/11/2008,WIRT,O037102853412,,,Windsor and Maidenhead,2021
282985,1,05/08/2001,NOBT,U070379093552,,,West Berkshire,2020
213576,2,10/12/2007,AIND,Z071358392615,,,Hampshire,2023
293797,1,06/10/2006,WOTH,J073907264159,,,Windsor and Maidenhead,2023
210354,2,08/08/2009,MWBA,R097564369713,,,Milton Keynes,2023
297062,2,02/02/2004,AOTH,L063896281618,,,Isle of Wight,2019
288986,1,11/07/2002,WOTH,J059447293375,,,Bracknell Forest,2022
298408,2,11/01/2009,WROM,I018387813087,,,Medway,2024
238195,2,25/06/2008,WIRI,V049637115871,,,Windsor and Maidenhead,2020
249811,1,13/05/2007,ABAN,H068348553720,,,Reading,2023
294684,1,23/01/2010,ABAN,D009121794409,,,Surrey,2019
217111,2,10/02/2008,CHNE,E027456696321,,,Surrey,2024
296878,2,04/06/2008,MWAS,Q092161586971,,,Hampshire,2021
298074,2,19/08/2006,REFU,Q081184845319,,,Hampshire,2024
245332,1,15/07/2004,MWAS,F083302684041,,,West Berkshire,2024
268048,2,12/07/2008,MWBA,X083556329950,,,Hampshire,2024
291466,2,02/04/2009,ABAN,Y093585065060,,,West Berkshire,2022
213348,1,02/10/2005,WIRI,I020746366035,,,Windsor and Maidenhead,2024
212330,2,27/06/2007,CHNE,S009210588441,,,Surrey,2022
296658,2,07/08/2008,ABAN,K081279308567,,,Portsmouth,2022
255474,1,04/07/2006,AOTH,N010957191811,,,West Berkshire,2021
296367,1,24/08/2008,AIND,J014265185692,,,Wokingham,2022
298449,2,21/12/2008,WBRI,B006531377944,,,East Sussex,2021
270502,2,20/05/2008,WIRI,V002455406419,,,East Sussex,2022
283220,1,25/05/2003,MOTH,H051460828773,,,Wokingham,2019
285800,1,29/01/2008,OOTH,L040399161235,,,Buckinghamshire,2022
227394,1,27/03/2005,BAFR,S074613323382,,,Surrey,2020
238753,2,01/12/2009,NOBT,H094031766418,,,West Berkshire,2019
223829,2,20/03/2008,MWBC,M056998643846,,,Oxfordshire,2024
282159,1,13/04/2006,MWBC,R015268636222,,,Portsmouth,2023
221082,1,06/08/2006,WBRI,Z053806505776,,,Windsor and Maidenhead,2021
265021,2,29/05/2006,BCRB,T046219762800,,,Surrey,2023
278394,2,25/06/2001,WOTH,H082125275428,,,Kent,2020
242234,1,20/05/2004,WOTH,G032287692608,,,Wokingham,2024
258540,2,07/07/2008,OOTH,W085974332572,,,West Sussex,2023
291099,1,09/01/2004,WBRI,I094309889027,,,Wokingham,2020
259034,2,12/07/2009,WROM,S088123181189,,,Reading,2020
269565,1,13/12/2005,MWBA,B045786598040,,,Isle of Wight,2021
281274,1,30/04/2009,WOTH,P066269242856,,,Southampton,2019
256088,2,03/05/2006,WBRI,J042203227480,,,Bracknell Forest,2020
297540,2,06/11/2002,CHNE,B055551982940,,,Surrey,2023
238827,1,27/06/2004,WBRI,S060955727814,,,West Sussex,2023
212645,1,05/03/2007,NOBT,C098147921807,,,Windsor and Maidenhead,2019
263095,2,22/12/2000,MWAS,R059994515942,,,Surrey,2019
225691,1,18/11/2006,ABAN,O071361919144,,,Southampton,2020
240069,2,23/05/2006,OOTH,W020675613592,,,Surrey,2019
203217,1,04/02/2005,MWBA,W026441354469,,,Wokingham,2019
229879,1,28/09/2006,MWBC,Q046736127518,,,West Sussex,2021
207299,2,12/08/2003,MWBC,F053523057632,,,Surrey,2020
266499,2,11/05/2008,WBRI,W035255194789,,,Milton Keynes,2019
269763,1,26/02/2002,MWBC,X029669088113,,,Surrey,2020
264808,2,31/01/2007,WIRT,G033996954200,,,West Sussex,2020
261000,2,23/09/2009,MWBC,Q092125455393,,,Hampshire,2020
287303,2,15/12/2003,MWBA,R072530476059,,,West Berkshire,2023
224985,2,07/07/2005,CHNE,X097663064297,,,Hampshire,2020
209179,2,11/12/2004,NOBT,Y058674382075,,,Milton Keynes,2019
274287,1,25/05/2000,BAFR,R051572102282,,,Oxfordshire,2022
281446,2,20/01/2008,ABAN,E059394017940,,,West Berkshire,2020
211745,1,08/05/2008,WOTH,F035811823653,,,West Sussex,2019
253276,1,13/10/2001,WBRI,I089474779611,,,Oxfordshire,2022
229374,1,14/03/2002,ABAN,X006101201010,,,Kent,2023
255397,1,17/05/2008,BOTH,M015505054093,,,Kent,2022
201301,1,26/06/2006,BAFR,R079463793371,,,Milton Keynes,2019
226577,1,09/05/2001,AOTH,G034555865552,,,Windsor and Maidenhead,2022
298021,1,18/02/2005,BAFR,J017068824474,,,West Berkshire,2019
240860,1,27/04/2004,APKN,R070300004825,,,Wokingham,2022
235829,2,19/09/2003,APKN,X032664267535,,,Reading,2021
267891,2,01/04/2004,WOTH,X011825503343,,,Kent,2022
200123,2,17/05/2009,BCRB,F048755083361,,,Isle of Wight,2019
238852,1,03/07/2007,WOTH,H006451663890,,,Portsmouth,2020
212023,1,24/08/2002,WIRT,Y071872234338,,,Oxfordshire,2019
229978,1,09/01/2006,CHNE,C018268886611,,,Portsmouth,2019
220916,1,04/05/2006,MWBC,E037384160252,,,Windsor and Maidenhead,2021
205343,1,27/09/2003,REFU,L014098103702,,,Bracknell Forest,2022
267880,2,29/01/2006,WOTH,K028501468122,,,West Sussex,2021
260405,2,05/09/2006,MOTH,A096691195105,,,Slough,2021
218863,2,29/07/2003,BOTH,M065078361459,,,Reading,2023
285150,1,13/02/2010,WIRT,U090774064566,,,Milton Keynes,2024
216474,1,04/10/2005,WROM,A087332048349,,,West Berkshire,2022
211771,1,30/12/2003,AIND,P020733780277,,,Bracknell Forest,2022
293817,2,26/01/2010,BOTH,M099074822115,,,West Berkshire,2023
253450,2,25/08/2005,APKN,W056376619024,,,Isle of Wight,2019
262892,1,19/02/2008,ABAN,A005073771268,,,Milton Keynes,2019
251158,2,21/03/2009,ABAN,L003491302775,,,Oxfordshire,2020
233430,1,02/07/2006,REFU,L056047490187,,,East Sussex,2019
258897,1,17/10/2000,NOBT,C017556864391,,,East Sussex,2020
203756,2,05/01/2008,MWAS,F039862730314,,,Surrey,2024
267487,2,23/10/2006,OOTH,B026479622539,,,Slough,2022
203843,1,05/02/2003,MOTH,C050650119424,,,Surrey,2019
211478,1,21/04/2004,BOTH,L015940327265,,,East Sussex,2023
259995,2,02/10/2005,MWBC,W092702609234,,,Reading,2023
280930,1,16/07/2007,NOBT,J086357696739,,,Reading,2023
276746,2,31/10/2002,WIRI,K044375132493,,,Hampshire,2022
278277,2,15/01/2010,WIRI,I089141492209,,,Windsor and Maidenhead,2024
244540,2,28/03/2007,WIRT,T057987919092,,,Portsmouth,2021
254831,2,22/11/2002,REFU,Y009521160198,,,Bracknell Forest,2019
296206,1,23/01/2004,WIRI,X063734780780,,,Buckinghamshire,2022
256936,2,21/02/2004,WIRI,T095387764574,,,Brighton and Hove,2021
283974,1,09/06/2006,WROM,S018273949404,,,Kent,2022
205620,2,02/05/2003,WROM,E020431758666,1,04/12/2020,Wokingham,2024
282251,1,26/08/2005,WOTH,H008193734290,,,Southampton,2022
212146,1,05/07/2006,APKN,E080155657602,,,Medway,2023
282376,1,06/12/2003,OOTH,J072788321056,,,Isle of Wight,2024
250368,1,15/09/2009,MWBC,R096341982148,,,Buckinghamshire,2022
249665,1,27/01/2010,WROM,E099834062264,,,Surrey,2023
251950,1,22/02/2007,BOTH,Z042709114593,,,Southampton,2023
235007,1,11/08/2006,WIRT,D036776047650,,,Surrey,2020
270047,1,15/12/2001,MOTH,W016811885998,,,Reading,2019
225088,1,12/12/2009,REFU,Z036517319610,,,Portsmouth,2024
233114,2,25/07/2009,CHNE,Y040195321827,,,Medway,2022
267384,1,25/09/2008,AIND,Z009084961166,,,Southampton,2022
265731,2,23/07/2009,OOTH,H000636549311,,,Bracknell Forest,2020
279728,2,07/02/2008,WOTH,W064900752623,,,Slough,2023
210351,2,26/11/2007,BOTH,T085794574727,,,Kent,2020
289597,2,03/11/2009,OOTH,K076321428309,,,Bracknell Forest,2019
275780,1,05/09/2009,BOTH,A096896203553,,,Medway,2020
231672,2,24/08/2004,MWAS,U008642242497,,,West Sussex,2021
206968,1,03/12/2002,OOTH,C041982666701,,,Oxfordshire,2019
204519,1,22/03/2008,REFU,D016658034438,,,West Sussex,2020
243945,2,01/11/2006,CHNE,L093667464168,,,Kent,2021
240431,2,13/03/2006,MWAS,A080446072534,,,Wokingham,2024
267083,1,14/10/2008,WBRI,B070709517387,,,Brighton and Hove,2020
248293,1,23/11/2009,APKN,E073328846206,,,Windsor and Maidenhead,2024
250842,2,28/04/2004,CHNE,P035240922661,,,West Sussex,2022
205431,1,19/04/2006,BOTH,L088182926614,,,Oxfordshire,2023
207632,1,23/05/2009,BCRB,O050221566096,,,East Sussex,2021
210807,1,04/11/2005,WOTH,V054424613649,,,Slough,2019
201806,1,23/06/2001,WIRI,Q048047315418,,,Surrey,2020
228741,1,04/12/2000,WIRT,B075609194238,,,East Sussex,2019
274812,1,27/08/2006,WIRT,S067130563704,,,Portsmouth,2023
265259,1,24/01/2006,AOTH,Y011295244487,,,Hampshire,2021
216580,2,14/08/2008,BAFR,L031190395965,,,Brighton and Hove,2020
212078,2,25/12/2000,BAFR,M054611683370,,,Isle of Wight,2021
285262,2,02/11/2003,CHNE,I065667699440,,,Surrey,2020
208676,2,30/07/2000,MWBC,B057411434497,,,Reading,2024
283112,2,27/04/2006,MOTH,X030968464073,,,Hampshire,2020
265544,1,18/12/2002,MOTH,N075900540122,,,Southampton,2022
200825,1,06/08/2008,APKN,L032786885271,,,Kent,2023
210184,1,26/03/2003,AOTH,O083814976827,,,Brighton and Hove,2020
278198,1,25/12/2001,OOTH,X099998077446,,,Wokingham,2020
296231,2,10/02/2008,WIRI,H076371133686,,,Medway,2024
203085,2,14/10/2002,WOTH,T051470326591,,,West Berkshire,2024
208469,1,17/03/2007,CHNE,H066552029680,,,Oxfordshire,2024
284097,1,07/08/2009,MWBA,R065698712860,,,Windsor and Maidenhead,2021
239794,2,01/01/2004,MOTH,F065960120798,,,West Sussex,2021
201240,1,07/07/2003,MOTH,S003684481098,,,Kent,2024
277554,2,03/06/2008,MWBA,S003392323616,,,Buckinghamshire,2024
268862,1,09/02/2010,MWAS,X066085564004,,,Windsor and Maidenhead,2023
212178,2,07/02/2006,AIND,N050827461179,,,Windsor and Maidenhead,2024
287354,2,02/11/2008,AIND,T064163015455,,,Oxfordshire,2019
298828,1,12/11/2001,CHNE,W023214776702,,,Isle of Wight,2022
215986,1,03/07/2004,ABAN,M022282620526,,,West Berkshire,2024
205095,1,15/07/2007,BOTH,V060518472185,,,Southampton,2022
252908,1,21/01/2008,MWBC,N085665781388,,,Slough,2023
209333,2,23/01/2005,NOBT,Y080952877806,,,Buckinghamshire,2021
219129,2,07/08/2007,MOTH,J044027779567,,,Milton Keynes,2022
257228,2,24/03/2005,AOTH,F080684880940,,,Southampton,2023
253961,2,05/09/2008,AIND,X076261332777,,,Brighton and Hove,2024
279470,1,01/07/2004,AIND,H031812515596,,,Slough,2020
270521,2,30/08/2006,MWAS,F017222751405,,,Oxfordshire,2021
297083,1,25/06/2007,MWBC,B096851353060,,,Brighton and Hove,2023
296778,2,21/01/2008,APKN,O083420906976,,,Buckinghamshire,2021
202388,2,06/07/2007,BOTH,V006929816702,,,Oxfordshire,2023
218062,2,08/12/2001,MWBC,J078809099976,,,East Sussex,2019
292025,1,09/09/2003,OOTH,I007380165759,,,Isle of Wight,2022
264594,2,24/06/2009,MWAS,T028994927794,,,West Berkshire,2021
236682,2,11/02/2008,CHNE,X069780656948,,,Reading,2024
278029,1,07/08/2005,WBRI,M057217707307,,,Medway,2019
285806,1,07/04/2006,MOTH,N069364946896,,,Reading,2022
277842,1,27/01/2010,OOTH,P036631350159,,,Buckinghamshire,2020
271726,2,31/07/2001,OOTH,Z070316731436,,,Wokingham,2021
293591,2,10/06/2002,CHNE,B008572342414,,,Surrey,2024
285956,1,17/12/2004,APKN,C001358076524,,,Milton Keynes,2024
253939,1,13/08/2004,BCRB,P026517043990,,,Brighton and Hove,2024
245403,2,06/08/2004,OOTH,W096839956745,,,Oxfordshire,2023
226205,1,24/11/2000,CHNE,L086270666127,,,Hampshire,2022
206860,1,27/10/2009,BOTH,U029500676421,,,Kent,2024
294476,2,24/02/2003,APKN,X087518252526,,,Portsmouth,2021
221228,1,03/07/2006,APKN,S060212918965,,,Wokingham,2021
214269,1,07/03/2004,WOTH,Z088897462389,,,Milton Keynes,2023
219125,1,12/05/2006,MWAS,P094841032680,,,Medway,2021
256719,2,27/02/2008,REFU,E005043281805,,,Portsmouth,2023
223205,2,04/05/2002,APKN,H049260928719,,,Isle of Wight,2019
271594,2,18/11/2003,NOBT,C095574467655,,,Slough,2024
238165,1,10/08/2004,WROM,Q022677101942,,,Bracknell Forest,2021
232271,2,23/01/2008,OOTH,V097516968913,,,Southampton,2019
261466,2,31/08/2002,MWBA,P017702713162,,,East Sussex,2022
230310,2,06/04/2006,BCRB,L074400481289,,,Windsor and Maidenhead,2024
246141,2,24/08/2001,WBRI,Z054232736495,,,Bracknell Forest,2024
218566,2,07/06/2009,BOTH,Z078526383613,,,Slough,2021
248206,1,25/01/2010,WBRI,V029350041423,,,East Sussex,2022
234159,2,02/01/2006,WIRT,F097451329531,,,Surrey,2020
275982,2,03/07/2001,BAFR,O067617170857,,,West Sussex,2021
236686,2,07/01/2004,WOTH,O053803211716,,,Kent,2020
269475,2,06/09/2006,CHNE,M020984262352,,,Buckinghamshire,2019
233213,1,15/02/2004,WBRI,Q098559879471,,,Reading,2024
223854,2,15/10/2009,MWBC,I080314162718,,,West Sussex,2023
231222,2,17/10/2006,AOTH,D066028691605,,,West Berkshire,2024
240311,2,13/04/2009,BAFR,J064039042272,,,Reading,2021
249050,1,04/11/2006,CHNE,E043151368170,,,Buckinghamshire,2021
224473,1,13/10/2008,BOTH,L062024370385,,,Southampton,2020
215302,2,05/06/2007,MWAS,R050321081601,,,Reading,2021
202487,1,16/12/2006,MWBC,K086128924666,,,Reading,2020
214689,2,15/05/2009,MWAS,W051104114881,,,Slough,2019
233858,2,29/03/2009,APKN,Q034885492606,,,East Sussex,2020
254736,2,25/06/2003,APKN,V086211475070,,,Buckinghamshire,2023
255306,2,06/10/2008,OOTH,M058424650354,,,Oxfordshire,2020
210130,2,25/12/2007,AOTH,X049550573992,,,Kent,2019
272052,1,10/02/2002,CHNE,G035925656979,,,Reading,2019
203534,1,30/01/2002,AIND,X008074062761,,,Kent,2019
219197,1,14/12/2008,WIRT,X033516659304,,,Brighton and Hove,2021
286075,1,19/11/2000,OOTH,O080091346198,,,Windsor and Maidenhead,2023
206203,1,22/03/2005,OOTH,A002025802329,,,Hampshire,2019
215556,1,02/09/2008,AIND,E042521822966,,,Milton Keynes,2023
222956,1,08/01/2007,WIRT,X053174929084,,,Portsmouth,2019
235390,1,21/11/2007,MWBA,L074490632448,,,Reading,2021
251355,2,21/05/2003,NOBT,V065023134758,,,East Sussex,2020
247739,2,13/12/2007,MWAS,A044415852664,,,Reading,2020
209478,1,20/04/2000,AIND,W066541542038,,,Brighton and Hove,2022
269140,1,06/12/2001,AOTH,G076792792595,,,Reading,2021
203475,1,25/02/2009,NOBT,S058341795375,,,East Sussex,2019
240902,1,22/05/2009,NOBT,B043814874548,,,Portsmouth,2020
262931,2,17/12/2001,BCRB,D062729691647,,,Kent,2019
206932,1,13/09/2009,CHNE,I018757021594,,,Kent,2022
294826,2,08/05/2004,BOTH,Q006573215698,,,Buckinghamshire,2020
213133,2,20/01/2006,WIRT,I021111923862,,,Wokingham,2023
275392,1,17/02/2005,WOTH,M033534225532,,,Windsor and Maidenhead,2021
252014,2,10/11/2007,REFU,S027448429154,,,West Sussex,2019
251042,2,23/10/2005,WOTH,F004950670708,,,Reading,2021
270758,1,02/02/2002,REFU,U015276785082,,,West Berkshire,2019
292523,2,02/02/2007,WROM,X038887793768,,,Buckinghamshire,2024
251104,1,13/04/2009,APKN,K076812344417,,,Isle of Wight,2020
219134,1,03/04/2004,MOTH,G076359264744,,,Surrey,2019
278864,1,30/07/2005,NOBT,K023925555693,,,Portsmouth,2022
206155,1,02/02/2007,AIND,K061479938891,,,Portsmouth,2024
261221,1,30/09/2007,CHNE,D060775630210,,,Kent,2019
290482,1,23/11/2003,WIRT,V093200312267,,,Portsmouth,2024
276673,2,24/12/2003,WROM,P074796382467,,,Southampton,2021
201277,2,07/04/2003,AOTH,A055256613723,,,West Sussex,2023
210378,1,11/09/2002,AIND,W092943380865,,,Oxfordshire,2020
281001,2,13/06/2005,REFU,R047632622059,,,Bracknell Forest,2019
281543,2,23/04/2004,WROM,U063589976972,,,Surrey,2023
213777,2,27/07/2001,WIRT,M024055356918,,,Bracknell Forest,2021
220610,2,28/12/2008,BCRB,M079187831869,,,Wokingham,2019
254392,2,26/12/2003,WBRI,R011534153836,,,Oxfordshire,2024
257166,2,13/05/2005,MWAS,L025033196805,,,West Sussex,2021
252810,2,07/08/2007,WBRI,Z015834036471,,,Windsor and Maidenhead,2022
243842,2,10/01/2003,WBRI,V049746769167,,,Reading,2024
242236,1,31/05/2006,APKN,S064050329989,,,Surrey,2024
260344,2,24/11/2007,WIRI,H055561180090,,,Windsor and Maidenhead,2022
270913,1,14/04/2003,REFU,I062487426182,,,Brighton and Hove,2022
284801,2,15/04/2001,MWAS,L083336141895,,,Windsor and Maidenhead,2021
284440,1,05/08/2005,AIND,L007950010874,,,Oxfordshire,2024
251907,2,17/08/2009,BOTH,P068678333179,,,Brighton and Hove,2023
244618,2,10/06/2004,MWBA,Y054930114089,,,Kent,2024
202766,1,25/10/2009,MWBA,I082741134435,,,Kent,2022
261940,2,13/07/2005,MWAS,Z068779768971,,,Southampton,2024
273732,2,13/02/2006,WROM,F039189963760,,,Portsmouth,2023
224072,2,13/12/2009,APKN,Q002952791700,,,East Sussex,2021
292392,2,14/01/2009,BAFR,A065280705373,,,East Sussex,2022
263401,1,27/06/2008,APKN,B086573888526,,,Southampton,2024
243062,2,10/05/2004,MWBA,A067067721164,,,Portsmouth,2021
229526,1,14/06/2002,OOTH,Z033024937704,,,Bracknell Forest,2021
268334,2,13/09/2001,AIND,M094192944215,,,West Sussex,2024
222054,2,15/04/2006,WBRI,T036312201688,,,Hampshire,2019
275729,2,18/05/2000,WOTH,A077132369179,,,West Sussex,2023
288800,1,07/10/2004,AOTH,R033150515566,,,Portsmouth,2021
209650,2,21/10/2005,WROM,J070331053986,,,Hampshire,2021
206753,2,01/10/2002,WIRT,Z064778625978,,,Slough,2019
204717,1,28/02/2009,MWBC,P055002502895,,,Brighton and Hove,2020
292672,1,04/01/2005,AIND,S049912498720,,,Slough,2019
267954,2,20/05/2000,BCRB,W030757997456,,,West Berkshire,2024
