CHILD,DECOM,RNE,LS,CIN,PLACE,PLACE_PROVIDER,DEC,REC,REASON_PLACE_CHANGE,HOME_POST,PL_POST,URN,LA,YEAR
822010,2017-12-07,L,C2,N2,U5,PR4,,X1,STAND,L18 1WC,C4 6FK,2791390,Bromley,2017
401650,2016-11-23,P,C1,N6,U1,PR1,2017-05-13,X1,,O25 7CI,L10 3TO,6976225,Bromley,2017
401650,2017-05-13,L,C2,N6,U1,PR1,2017-08-05,X1,PLACE,O25 7CI,L10 3TO,6976225,Bromley,2017
401650,2017-08-05,B,J3,N6,U4,PR1,,E6,,N15 7LM,U10 4TZ,6883763,Bromley,2017
982048,2017-07-29,S,V3,N4,P1,PR0,2018-02-19,E9,,B3 6WO,T5 4EH,6571346,Hillingdon,2017
109200,2017-03-26,S,J2,N6,U5,PR1,2017-06-21,X1,APPRR,Z29 6NE,Z10 1VW,1179928,Bromley,2017
109200,2017-06-21,P,J2,N6,U4,PR1,2017-09-02,X1,,B9 4AA,O10 2AI,4704554,Bromley,2017
109200,2017-09-02,L,V2,N6,U4,PR1,,X1,,B9 4AA,O10 2AI,4704554,Bromley,2017
939948,2016-06-25,P,E1,N1,U3,PR1,2017-08-06,X1,,F25 9UA,Q22 9TE,5445937,Hillingdon,2017
939948,2017-08-06,L,V2,N1,U3,PR1,2017-11-09,E14,,F25 9UA,Q22 9TE,5445937,Hillingdon,2017
77296,2017-10-08,S,V3,N2,U5,PR4,2018-01-29,X1,CLOSE,X26 9SK,P6 2VC,9692759,Southwark,2017
77296,2018-01-29,P,V3,N2,U5,PR4,,E41,,A7 9BR,G30 6OY,5888695,Southwark,2017
583209,2016-07-30,P,V2,N7,U4,PR4,2017-06-22,X1,,Q21 4KD,J16 7YT,1683681,Hillingdon,2017
583209,2017-06-22,L,E1,N7,U4,PR4,2017-11-15,X1,CHILD,Q21 4KD,J16 7YT,1683681,Hillingdon,2017
583209,2017-11-15,P,E1,N7,U5,PR1,2018-02-28,X1,CREQO,P26 2UL,N19 3VN,8192910,Hillingdon,2017
583209,2018-02-28,P,E1,N7,K2,PR1,,X1,APPRR,O16 9LX,G20 6CF,2976394,Hillingdon,2017
193201,2014-03-04,P,J3,N5,R2,PR3,2017-05-06,X1,,U21 5IJ,D24 4EV,7784467,Bromley,2017
193201,2017-05-06,L,C2,N5,R2,PR3,2017-06-09,E45,,U21 5IJ,D24 4EV,7784467,Bromley,2017
582902,2016-04-18,P,V3,N8,U4,PR4,2017-11-21,X1,APPRR,D12 1HL,O15 6DO,1323197,Bromley,2017
582902,2017-11-21,P,V3,N8,U5,PR4,2018-03-17,X1,APPRR,Q25 5QT,S5 7KM,1775952,Bromley,2017
582902,2018-03-17,P,V3,N8,U3,PR1,,X1,ALLEG,V24 8BY,V25 8YK,1296087,Bromley,2017
942509,2016-02-20,S,V4,N5,A6,PR4,2017-06-25,X1,CREQB,W12 1OC,C28 9HK,1401969,Hillingdon,2017
942509,2017-06-25,P,V4,N5,U5,PR4,2017-10-22,X1,CLOSE,I7 6LM,O27 2WV,3585912,Hillingdon,2017
942509,2017-10-22,P,V4,N5,K2,PR4,,X1,,G6 9WQ,W11 3QF,4876094,Hillingdon,2017
73142,2017-03-28,P,D1,N2,U4,PR4,2017-11-29,X1,CUSTOD,F20 1GQ,M16 2KC,4972259,Bromley,2017
73142,2017-11-29,P,D1,N2,U5,PR1,,X1,PLACE,H13 5ZU,R22 3VN,5476773,Bromley,2017
817309,2016-04-30,P,J2,N8,U5,PR1,2017-06-07,X1,,Y19 6IB,L1 1NE,2271404,Hillingdon,2017
817309,2017-06-07,L,D1,N8,U5,PR1,2017-06-28,X1,CREQO,Y19 6IB,L1 1NE,2271404,Hillingdon,2017
817309,2017-06-28,P,D1,N8,U5,PR1,,X1,CARPL,P10 5WP,B15 3XT,7156189,Hillingdon,2017
269791,2016-10-02,S,V2,N4,U1,PR1,2017-08-08,X1,CREQO,X13 7LI,L5 6HH,2459179,Bromley,2017
269791,2017-08-08,P,V2,N4,U4,PR1,2017-09-20,X1,ALLEG,J1 2MM,R15 3AY,9651465,Bromley,2017
269791,2017-09-20,P,V2,N4,R5,PR3,2017-09-23,E17,,V30 9HC,G30 8QQ,1480691,Bromley,2017
472494,2018-03-05,S,E1,N6,K2,PR4,2018-03-12,E5,,W2 3LB,F14 8QU,2438782,Southwark,2017
893776,2016-04-21,S,V2,N8,K2,PR4,2017-04-12,X1,,J27 7BP,L29 6RL,4014493,Southwark,2017
893776,2017-04-12,L,D1,N8,K2,PR4,2017-04-16,X1,LAREQ,J27 7BP,L29 6RL,4014493,Southwark,2017
893776,2017-04-16,P,D1,N8,U5,PR1,,X1,ALLEG,V6 7ZB,S3 8JF,6092057,Southwark,2017
871218,2017-02-16,S,V4,N1,U2,PR1,2017-05-05,E16,,R13 7ER,Y23 6PI,7300919,Hillingdon,2017
978638,2016-10-30,P,D1,N1,U4,PR4,2018-03-04,X1,,D17 5UZ,K9 7MW,2714959,Hillingdon,2017
978638,2018-03-04,L,D1,N1,U4,PR4,,X1,,D17 5UZ,K9 7MW,2714959,Hillingdon,2017
994520,2015-10-24,P,L1,N2,U2,PR1,2017-12-12,E45,,N29 9SI,D17 9QL,3412090,Bromley,2017
19259,2018-03-02,S,J2,N7,U5,PR4,,X1,CREQO,X21 6SV,P27 4PC,8106751,Hillingdon,2017
110350,2015-05-19,P,L1,N4,A3,PR4,2017-10-20,X1,APPRR,E23 1ZK,O10 4UK,1333038,Bromley,2017
110350,2017-10-20,P,L1,N4,U5,PR4,2018-03-18,X1,ALLEG,U29 6PG,W23 3QS,6031506,Bromley,2017
110350,2018-03-18,P,L1,N4,K1,PR4,,X1,LAREQ,I7 5ZQ,M8 3RS,9173357,Bromley,2017
676893,2017-01-04,P,L1,N8,K2,PR1,2017-11-26,X1,CUSTOD,X12 9BA,G21 9LX,6695616,Southwark,2017
676893,2017-11-26,B,L3,N8,K2,PR1,,E12,,G15 4YG,Y6 7EC,5985243,Southwark,2017
326293,2015-06-07,P,C1,N8,U4,PR1,2017-09-23,X1,CARPL,G19 8TZ,W1 8RD,1581998,Southwark,2017
326293,2017-09-23,P,C1,N8,U4,PR1,2017-10-18,X1,CARPL,Z17 2LJ,T6 3BE,9992391,Southwark,2017
326293,2017-10-18,P,C1,N8,U4,PR1,2018-02-24,X1,CUSTOD,T28 5JS,M28 3YF,6375725,Southwark,2017
326293,2018-02-24,P,C1,N8,U2,PR1,,X1,PLACE,G18 3CB,A5 8LG,6727487,Southwark,2017
903879,2016-10-05,P,J2,N2,P2,PR4,2017-04-19,E16,,I30 7RH,A10 5HL,8396165,Hillingdon,2017
549023,2017-10-06,S,J1,N2,U5,PR1,,X1,OTHER,W1 7ND,D26 4EQ,6582370,Southwark,2017
60122,2016-09-26,P,J3,N1,U4,PR1,2017-08-15,X1,CARPL,D18 3JP,F26 5LD,6613233,Bromley,2017
60122,2017-08-15,P,J3,N1,U5,PR4,2017-10-22,X1,,H11 3CC,P20 8DJ,6518817,Bromley,2017
60122,2017-10-22,T,J3,N1,U5,PR4,2017-12-25,E16,,H11 3CC,P20 8DJ,6518817,Bromley,2017
213881,2016-02-08,P,V2,N3,U5,PR4,2017-06-24,X1,APPRR,F15 1TG,T10 2DJ,7390281,Bromley,2017
213881,2017-06-24,P,V2,N3,K2,PR4,2017-07-06,E14,,R21 9AN,L6 3TF,1583450,Bromley,2017
288064,2016-09-14,P,V2,N6,U5,PR1,2017-11-28,X1,ALLEG,S16 3XV,T10 7JA,8839830,Southwark,2017
288064,2017-11-28,P,V2,N6,P2,PR1,2017-12-05,X1,PLACE,Z22 9AV,G23 1BF,3915299,Southwark,2017
288064,2017-12-05,P,V2,N6,P2,PR4,,E46,,C6 3ET,S14 7EW,1783567,Southwark,2017
984305,2016-02-09,U,L3,N3,K2,PR4,2017-08-08,X1,PLACE,K21 5XP,Y21 4ZY,7511327,Southwark,2017
984305,2017-08-08,P,L3,N3,A3,PR4,2018-01-15,X1,ALLEG,Q9 5EM,S3 1JZ,5919838,Southwark,2017
984305,2018-01-15,P,L3,N3,K2,PR4,2018-01-18,X1,CREQB,T27 8ZB,D7 4VF,4508458,Southwark,2017
984305,2018-01-18,P,L3,N3,U5,PR1,2018-02-15,X1,,A15 9WQ,U16 8EO,8619705,Southwark,2017
984305,2018-02-15,L,L1,N3,U5,PR1,,E48,,A15 9WQ,U16 8EO,8619705,Southwark,2017
681893,2017-11-03,S,L3,N6,A6,PR1,2018-03-31,X1,,P7 7LP,W10 7TV,3365705,Southwark,2017
681893,2018-03-31,L,J3,N6,A6,PR1,,E4B,,P7 7LP,W10 7TV,3365705,Southwark,2017
740754,2016-04-05,T,J1,N7,U5,PR4,2017-07-12,E8,,M30 2CN,W7 7YT,5612074,Southwark,2017
306870,2017-04-01,P,J2,N1,K2,PR4,2018-03-30,X1,,X30 5FW,W21 7QJ,1337108,Bromley,2017
306870,2018-03-30,L,L2,N1,K2,PR4,,X1,ALLEG,X30 5FW,W21 7QJ,1337108,Bromley,2017
729233,2016-08-30,S,J1,N2,U5,PR1,2018-01-29,X1,CLOSE,Z8 1PP,T6 7RA,5280029,Southwark,2017
729233,2018-01-29,P,J1,N2,U4,PR1,,X1,,R8 6YN,P23 7LV,9847103,Southwark,2017
804955,2016-09-06,S,L2,N5,U5,PR1,2017-05-01,X1,,U12 1EQ,F16 5QR,5471569,Southwark,2017
804955,2017-05-01,L,E1,N5,U5,PR1,,X1,PLACE,U12 1EQ,F16 5QR,5471569,Southwark,2017
334368,2017-04-28,S,L1,N8,U5,PR4,2017-08-17,X1,,X5 4FP,G24 9JZ,2426731,Hillingdon,2017
334368,2017-08-17,T,L1,N8,U5,PR4,2017-09-08,X1,,X5 4FP,G24 9JZ,2426731,Hillingdon,2017
334368,2017-09-08,L,C1,N8,U5,PR4,,E17,,X5 4FP,G24 9JZ,2426731,Hillingdon,2017
558590,2016-12-20,P,C1,N4,U6,PR4,2017-07-09,X1,STAND,T25 7HN,X7 1MR,9174944,Bromley,2017
558590,2017-07-09,P,C1,N4,U5,PR4,,E3,,G4 2MG,A20 2SQ,5473561,Bromley,2017
357220,2017-01-29,S,V4,N5,U5,PR1,2018-03-09,X1,STAND,J29 3SM,O25 2JT,3474653,Bromley,2017
357220,2018-03-09,P,V4,N5,U4,PR4,,X1,CREQO,H9 6HP,B12 6WN,3580048,Bromley,2017
156679,2017-03-23,T,D1,N1,A4,PR1,2017-04-12,X1,CARPL,B11 7HZ,A29 2HX,3120530,Hillingdon,2017
156679,2017-04-12,P,D1,N1,U4,PR4,,X1,APPRR,I13 8FP,Y16 2ZS,2711232,Hillingdon,2017
156679,2015-08-15,T,V4,N5,U4,PR1,2017-05-19,X1,CREQB,J3 5AL,D21 8BS,2985620,Hillingdon,2017
156679,2017-05-19,P,V4,N5,U2,PR1,2018-02-03,E7,,F19 8RF,S11 2DX,9519014,Hillingdon,2017
840802,2016-02-23,L,L1,N5,U1,PR1,2017-10-18,X1,PLACE,A1 4PT,S2 7CB,8089201,Bromley,2017
840802,2017-10-18,P,L1,N5,R2,PR3,,X1,,X15 6QQ,E10 7QS,9352513,Bromley,2017
427763,2017-02-09,S,L3,N4,U4,PR1,2017-04-03,E17,,Z17 7FQ,S21 3XQ,8791660,Southwark,2017
232564,2017-02-13,P,V3,N8,U5,PR4,2017-05-08,E12,,P23 6WH,D26 6XY,2354502,Southwark,2017
956636,2017-02-07,P,C2,N8,U5,PR1,2017-05-08,X1,CREQO,G2 3PF,P27 7RJ,2786994,Southwark,2017
956636,2017-05-08,P,C2,N8,U4,PR1,2018-01-14,E14,,E14 2XA,H17 1OJ,3611971,Southwark,2017
952289,2016-04-16,P,V2,N2,U5,PR1,2017-04-12,X1,CREQO,N24 9KD,O19 7PN,4753256,Hillingdon,2017
952289,2017-04-12,P,V2,N2,K2,PR4,2017-06-15,X1,CLOSE,L28 3ZT,Y7 2GV,5757468,Hillingdon,2017
952289,2017-06-15,P,V2,N2,A6,PR4,2018-01-12,X1,APPRR,C23 1VL,I21 6CB,4048272,Hillingdon,2017
952289,2018-01-12,P,V2,N2,U4,PR1,,X1,APPRR,X13 9GN,E25 5TZ,5070245,Hillingdon,2017
50020,2016-04-22,L,C1,N7,U5,PR4,2017-08-25,E16,,F11 7KC,S14 4RZ,3205366,Bromley,2017
773003,2015-03-09,S,E1,N7,A4,PR4,2017-09-20,X1,CARPL,T13 1NI,E25 4TL,4027074,Southwark,2017
773003,2017-09-20,P,E1,N7,P1,PR0,2017-10-27,E11,,A29 5MI,X9 5WS,5448390,Southwark,2017
959235,2015-08-25,L,E1,N4,U5,PR1,2018-03-05,X1,CARPL,C5 2WU,J3 3MV,3059605,Southwark,2017
959235,2018-03-05,P,E1,N4,U2,PR1,,X1,,O21 6RI,Q27 4GF,6173931,Southwark,2017
530282,2017-07-25,S,V3,N8,U4,PR1,,X1,CLOSE,R4 8LL,H16 2KO,4958751,Bromley,2017
395766,2017-12-08,S,D1,N7,U4,PR1,2018-01-12,X1,OTHER,P30 3DJ,Z29 2XR,3263255,Southwark,2017
395766,2018-01-12,B,L3,N7,U3,PR1,2018-03-14,X1,PLACE,U26 9EJ,K23 6OW,1012507,Southwark,2017
395766,2018-03-14,P,L3,N7,U5,PR4,,X1,OTHER,G25 6DC,Q1 3ZN,3948699,Southwark,2017
561041,2015-10-20,P,V2,N8,U5,PR4,2017-05-27,E2,,I11 2TP,J27 9GD,7623543,Bromley,2017
261040,2016-07-12,P,L3,N5,U5,PR4,2017-04-05,E3,,W10 1CL,I7 5JG,8857995,Bromley,2017
688510,2015-10-04,L,V4,N4,K2,PR4,2017-08-30,X1,,B7 7KM,P14 9DJ,4024480,Bromley,2017
688510,2017-08-30,L,L2,N4,K2,PR4,2017-12-11,E15,,B7 7KM,P14 9DJ,4024480,Bromley,2017
684861,2016-11-24,T,J3,N2,U4,PR4,2017-11-26,X1,LAREQ,W19 5BB,U5 7UI,5556849,Bromley,2017
684861,2017-11-26,P,J3,N2,U4,PR4,2018-02-11,X1,OTHER,W28 3RK,V10 7QV,6703486,Bromley,2017
684861,2018-02-11,P,J3,N2,U5,PR4,,E16,,U20 5PO,P21 6QM,6055244,Bromley,2017
198564,2017-03-13,P,C2,N5,U4,PR4,2017-05-15,X1,CLOSE,J16 2JF,N2 7MU,3351166,Southwark,2017
198564,2017-05-15,P,C2,N5,U5,PR4,,X1,CUSTOD,X14 8JS,I23 5HG,8855096,Southwark,2017
69504,2017-03-16,L,L3,N8,P1,PR0,2017-04-07,X1,,O1 5BQ,P20 4YZ,4542485,Southwark,2017
69504,2017-04-07,U,V2,N8,P1,PR0,,X1,CUSTOD,O1 5BQ,P20 4YZ,4542485,Southwark,2017
773456,2016-01-27,S,L3,N6,U1,PR1,2017-12-03,X1,,F18 7EG,U22 8AI,8593217,Southwark,2017
773456,2017-12-03,L,V4,N6,U1,PR1,,X1,CLOSE,F18 7EG,U22 8AI,8593217,Southwark,2017
448742,2015-12-09,P,D1,N8,U5,PR1,2017-06-02,X1,STAND,V22 2TA,Z27 4MB,7083757,Bromley,2017
448742,2017-06-02,P,D1,N8,K2,PR4,2017-08-14,X1,,G1 1EW,Y11 2VC,5510475,Bromley,2017
448742,2017-08-14,T,D1,N8,K2,PR4,,X1,PLACE,G1 1EW,Y11 2VC,5510475,Bromley,2017
965457,2016-12-12,L,L3,N8,K2,PR1,2017-08-05,X1,APPRR,V8 6QX,T19 9AP,7875838,Southwark,2017
965457,2017-08-05,P,L3,N8,U5,PR1,,E6,,C25 5GI,R27 3GS,1904913,Southwark,2017
59856,2015-10-16,P,J2,N1,U4,PR1,2017-06-09,X1,CREQO,W24 7GE,Y30 8MG,7207723,Southwark,2017
59856,2017-06-09,P,J2,N1,U6,PR4,,E13,,A13 6PI,K4 3FA,8906891,Southwark,2017
802322,2017-01-31,P,L1,N8,P2,PR1,2017-11-15,E11,,D23 7LX,Y14 3MP,2278461,Bromley,2017
552541,2017-01-02,P,J2,N8,U1,PR1,2017-05-22,E46,,U30 7DD,B11 7BQ,1362028,Bromley,2017
298190,2017-08-30,S,L2,N5,U4,PR4,2017-10-26,X1,,S23 4NI,Q11 4PM,9492712,Bromley,2017
298190,2017-10-26,L,J1,N5,U4,PR4,2017-11-21,X1,CUSTOD,S23 4NI,Q11 4PM,9492712,Bromley,2017
298190,2017-11-21,P,J1,N5,U5,PR4,,X1,,R9 8DE,L8 9ZW,9983391,Bromley,2017
180759,2016-12-21,L,D1,N8,U5,PR1,2017-06-11,X1,,K17 2LA,S29 5DL,9038312,Hillingdon,2017
180759,2017-06-11,L,J1,N8,U5,PR1,2017-07-31,X1,CUSTOD,K17 2LA,S29 5DL,9038312,Hillingdon,2017
180759,2017-07-31,P,J1,N8,U4,PR1,,X1,,K26 7CA,E16 8VF,5744178,Hillingdon,2017
373218,2016-10-25,S,C1,N2,U5,PR1,2017-11-23,X1,OTHER,M1 3BM,V29 7OY,3944989,Hillingdon,2017
373218,2017-11-23,P,C1,N2,U4,PR1,,X1,,K1 1XA,V8 8DT,2865143,Hillingdon,2017
289121,2017-04-25,S,D1,N1,U5,PR4,,X1,,I24 4FY,C16 7QT,8993974,Bromley,2017
116646,2018-02-07,S,J1,N7,U1,PR1,,E11,,G1 9RU,C7 3VY,5542898,Southwark,2017
333439,2017-03-11,S,C1,N4,U5,PR1,2017-10-03,X1,CLOSE,Y23 3XB,X1 7UZ,7358939,Hillingdon,2017
333439,2017-10-03,P,C1,N4,U5,PR4,2017-10-29,X1,STAND,N17 4ND,G26 4EV,6980948,Hillingdon,2017
333439,2017-10-29,P,C1,N4,U2,PR1,,E9,,X23 6QX,I8 7HH,6086773,Hillingdon,2017
534419,2016-10-30,P,E1,N4,P2,PR4,2017-04-07,X1,OTHER,D23 6BT,L21 4FY,6891720,Hillingdon,2017
534419,2017-04-07,P,E1,N4,P2,PR1,2017-11-01,E5,,L22 6JA,Y29 4TL,9134412,Hillingdon,2017
482840,2016-08-13,T,E1,N2,U5,PR4,2017-06-05,X1,,R26 4FZ,Z6 9AR,6897392,Bromley,2017
482840,2017-06-05,T,E1,N2,U5,PR4,2018-03-03,X1,CHILD,R26 4FZ,Z6 9AR,6897392,Bromley,2017
482840,2018-03-03,P,E1,N2,U5,PR4,,X1,,L5 1DC,J1 5GS,9540498,Bromley,2017
507322,2018-03-21,S,J2,N4,P1,PR0,,E15,,J30 7FE,I13 2TW,2502031,Bromley,2017
493904,2017-07-06,S,L3,N7,U4,PR4,2018-03-09,E15,,V14 9WD,X30 3UV,6318619,Southwark,2017
499567,2017-02-13,S,E1,N8,U4,PR1,2017-08-09,X1,,M5 1RV,A25 8OA,6423895,Southwark,2017
499567,2017-08-09,T,E1,N8,U4,PR1,2017-10-22,X1,STAND,M5 1RV,A25 8OA,6423895,Southwark,2017
499567,2017-10-22,B,D1,N8,U5,PR4,2017-11-08,X1,CARPL,C6 7RZ,O22 8KD,2299250,Southwark,2017
499567,2017-11-08,P,D1,N8,P2,PR1,2017-11-28,X1,STAND,F25 8GY,X23 4LR,4297719,Southwark,2017
499567,2017-11-28,P,D1,N8,P2,PR4,,X1,,X23 7BQ,O15 6MH,3351087,Southwark,2017
724607,2017-03-18,P,E1,N6,A6,PR1,2017-08-27,X1,,U24 1WE,G10 8NQ,7403855,Southwark,2017
724607,2017-08-27,L,V2,N6,A6,PR1,2017-10-07,E6,,U24 1WE,G10 8NQ,7403855,Southwark,2017
850847,2016-07-04,L,E1,N8,S1,PR4,2017-06-11,X1,STAND,D16 6AJ,X24 8PB,8196755,Southwark,2017
850847,2017-06-11,P,E1,N8,U5,PR1,2018-03-06,X1,ALLEG,V22 6IH,D7 3YH,9919956,Southwark,2017
850847,2018-03-06,P,E1,N8,U4,PR1,,X1,CHILD,T10 5KL,R20 3LG,2451950,Southwark,2017
787064,2017-05-24,S,V2,N3,U5,PR1,,X1,CLOSE,L19 1PC,Z15 8YE,6313865,Southwark,2017
973661,2016-03-01,P,L3,N3,U5,PR4,2017-11-15,E45,,P17 8YA,O3 5VA,3240111,Bromley,2017
550204,2016-05-04,L,V3,N8,U4,PR1,2017-05-17,E4B,,Z4 2GM,G1 9AW,5537230,Southwark,2017
218168,2017-05-06,S,J3,N7,U5,PR4,2017-07-15,X1,ALLEG,X7 8DF,X29 5KF,1694362,Hillingdon,2017
218168,2017-07-15,P,J3,N7,A3,PR1,,X1,,R3 6AU,Z3 4YQ,1764145,Hillingdon,2017
877613,2016-05-10,S,J1,N7,H5,PR4,2017-06-29,E3,,R19 3GH,Q17 9OX,5192802,Southwark,2017
515794,2016-04-03,P,J1,N5,U2,PR1,2017-05-14,X1,,P8 6TQ,M4 2GJ,4230942,Southwark,2017
515794,2017-05-14,L,D1,N5,U2,PR1,2018-01-16,E8,,P8 6TQ,M4 2GJ,4230942,Southwark,2017
474201,2016-10-18,S,J2,N1,U5,PR1,2017-09-27,E14,,Z23 5GR,Q15 7CF,7258496,Bromley,2017
711540,2017-04-01,S,L3,N1,U3,PR1,2018-03-09,X1,PLACE,Y11 8IW,T13 4YX,6577279,Bromley,2017
711540,2018-03-09,P,L3,N1,K2,PR4,,X1,CLOSE,G17 4LB,T20 3PA,5815373,Bromley,2017
98444,2017-02-19,L,V4,N6,U4,PR4,2017-12-26,E4A,,C11 2FB,R1 2IC,7579720,Southwark,2017
60288,2017-04-01,L,C2,N5,U5,PR4,2018-01-09,X1,CREQB,O23 3EP,A27 6LM,6179921,Hillingdon,2017
60288,2018-01-09,P,C2,N5,U4,PR4,,E12,,N2 1VO,W23 2TO,4537760,Hillingdon,2017
670407,2017-03-17,S,V3,N3,K2,PR4,2017-07-27,E17,,U12 5OX,T4 3UB,7539971,Southwark,2017
327334,2017-08-27,S,L2,N6,U5,PR1,2017-09-03,X1,CREQO,V11 5SZ,Q16 5KE,9324664,Southwark,2017
327334,2017-09-03,P,L2,N6,K2,PR4,2017-11-19,E47,,G20 6US,V29 7HU,2467201,Southwark,2017
588661,2017-02-21,P,L3,N5,H5,PR4,2017-10-18,E9,,J17 1RW,C19 2IM,8760723,Bromley,2017
737726,2016-07-21,S,C1,N2,U5,PR4,2018-03-03,X1,,B14 9AA,J2 2CU,8670563,Southwark,2017
737726,2018-03-03,L,L1,N2,U5,PR4,,X1,,B14 9AA,J2 2CU,8670563,Southwark,2017
58309,2016-09-07,L,V2,N2,U4,PR4,2017-06-04,X1,,J16 8OE,T26 9BJ,5231698,Hillingdon,2017
58309,2017-06-04,T,V2,N2,U4,PR4,2017-12-05,X1,PLACE,J16 8OE,T26 9BJ,5231698,Hillingdon,2017
58309,2017-12-05,P,V2,N2,P2,PR1,,X1,CLOSE,Q3 9CO,A11 5TO,2775824,Hillingdon,2017
648057,2015-11-03,P,V2,N8,U4,PR1,2017-07-23,X1,CLOSE,D26 2XM,O11 8SV,3133253,Southwark,2017
648057,2017-07-23,P,V2,N8,U4,PR4,,X1,ALLEG,E15 6JY,X2 2AB,4437071,Southwark,2017
866837,2016-10-29,S,V3,N5,U4,PR4,2017-10-13,X1,LAREQ,V2 8ZW,C29 3IH,5054330,Southwark,2017
866837,2017-10-13,P,V3,N5,U5,PR1,,X1,,G16 4GN,S24 3OE,8741241,Southwark,2017
905851,2017-01-19,P,E1,N1,U4,PR1,2017-05-12,X1,,M6 9RI,V2 4KL,1617740,Bromley,2017
905851,2017-05-12,L,V4,N1,U4,PR1,2017-05-15,E6,,M6 9RI,V2 4KL,1617740,Bromley,2017
854826,2017-01-10,L,C1,N3,U3,PR1,2017-08-27,X1,ALLEG,J8 5QN,J17 5XX,2573240,Southwark,2017
854826,2017-08-27,P,C1,N3,U4,PR1,2017-11-15,X1,,Q29 3LL,E12 6ZK,4979787,Southwark,2017
854826,2017-11-15,L,L1,N3,U4,PR1,2018-02-22,X1,CREQB,Q29 3LL,E12 6ZK,4979787,Southwark,2017
854826,2018-02-22,P,L1,N3,H5,PR4,2018-03-24,X1,LAREQ,O28 5FU,D22 5EH,9615324,Southwark,2017
854826,2018-03-24,P,L1,N3,A5,PR1,,X1,LAREQ,W3 9CN,Q16 8XN,9811348,Southwark,2017
264289,2017-03-19,S,C2,N5,K2,PR4,2017-08-04,X1,STAND,O13 5DJ,R19 5FP,6751045,Hillingdon,2017
264289,2017-08-04,P,C2,N5,U4,PR1,2017-10-10,X1,CUSTOD,U28 6FW,M16 7JT,4242256,Hillingdon,2017
264289,2017-10-10,P,C2,N5,U3,PR1,2018-03-31,X1,STAND,I13 9ZP,Y12 2RA,1239464,Hillingdon,2017
264289,2018-03-31,P,C2,N5,U5,PR4,,X1,CLOSE,L26 6CA,J1 7JS,6785562,Hillingdon,2017
137917,2017-04-01,P,J3,N4,A3,PR4,2017-04-20,E9,,K20 1NW,Q20 2KL,9118239,Southwark,2017
694922,2016-09-26,P,E1,N8,U4,PR1,2017-09-13,X1,,Q29 9YM,Z23 9XJ,5533963,Bromley,2017
694922,2017-09-13,T,E1,N8,U4,PR1,,X1,,Q29 9YM,Z23 9XJ,5533963,Bromley,2017
573864,2016-09-13,P,E1,N5,U2,PR1,2018-01-22,X1,CREQB,P20 2QR,L20 9VE,1560827,Southwark,2017
573864,2018-01-22,P,E1,N5,K2,PR4,2018-02-13,X1,APPRR,C3 1CI,P14 1UC,3859386,Southwark,2017
573864,2018-02-13,B,L2,N5,U4,PR1,,E12,,C24 4TR,J3 2HB,1080739,Southwark,2017
92821,2016-10-29,T,E1,N8,U5,PR4,2017-09-10,E4B,,J2 8ZV,H3 1LK,9233260,Bromley,2017
793347,2018-03-11,S,J2,N3,P1,PR0,2018-03-20,X1,CARPL,R29 8BZ,L19 2ON,4019193,Southwark,2017
793347,2018-03-20,P,J2,N3,U4,PR1,2018-03-22,X1,,K8 5OH,Y27 8VK,3090584,Southwark,2017
793347,2018-03-22,T,J2,N3,U4,PR1,,X1,PLACE,K8 5OH,Y27 8VK,3090584,Southwark,2017
255201,2018-01-10,S,D1,N4,U3,PR1,,X1,,Y22 6QG,W16 6MX,9148736,Bromley,2017
4015,2017-12-03,S,C1,N1,U5,PR4,,E4A,,S22 1PN,P3 5XZ,7910649,Southwark,2017
998328,2016-06-05,T,L1,N8,A6,PR4,2017-09-21,E13,,I3 2PP,U30 7FF,7542189,Hillingdon,2017
951969,2016-07-20,P,L1,N7,K2,PR1,2017-06-20,X1,CUSTOD,K18 9XI,S28 1PY,6036258,Hillingdon,2017
951969,2017-06-20,P,L1,N7,U3,PR1,,X1,CLOSE,W7 1OH,I18 6ON,4994836,Hillingdon,2017
335413,2015-05-16,P,V4,N2,H5,PR4,2017-05-03,E8,,W10 4OY,C23 2OD,8986641,Southwark,2017
606708,2017-04-01,P,C1,N5,P1,PR0,2017-05-13,X1,CARPL,K23 8KV,L3 8TN,1141235,Hillingdon,2017
606708,2017-05-13,P,C1,N5,K2,PR4,2017-08-12,X1,CUSTOD,M3 7FI,N24 4PW,4203944,Hillingdon,2017
606708,2017-08-12,P,C1,N5,U5,PR1,,X1,,X13 6FC,P4 3FX,2533479,Hillingdon,2017
928597,2017-09-06,S,D1,N7,U5,PR1,,X1,,A17 7PT,Y28 4VQ,8005003,Southwark,2017
262711,2016-04-24,L,E1,N1,K2,PR1,2017-08-16,X1,PLACE,W6 7CM,B26 8GP,2730550,Bromley,2017
262711,2017-08-16,P,E1,N1,U5,PR4,2018-02-24,X1,,Y23 6GC,S15 6ZF,1004650,Bromley,2017
262711,2018-02-24,L,J3,N1,U5,PR4,,E17,,Y23 6GC,S15 6ZF,1004650,Bromley,2017
46916,2014-08-03,S,E1,N2,U4,PR1,2018-01-14,E12,,X20 1YS,L2 6TV,1520055,Southwark,2017
441738,2018-02-19,S,J3,N4,K2,PR4,,E6,,S11 8VU,B3 4TO,7950269,Hillingdon,2017
